,Degree
13512,10
13513,6
13514,181
13515,300
13516,26
13517,7
13518,24
13519,6
13520,7
13521,19
13522,29
13523,20
13524,87
13525,7
13526,16
13527,6
13528,23
13529,30
13530,8
13531,7
13532,18
13533,5
13534,33
13535,5
13536,22
13537,4
13538,49
13539,15
13540,58
13541,8
13542,16
13543,33
13544,4
13545,12
13546,5
13547,62
13548,8
13549,32
13550,48
13551,22
13552,17
13553,29
13554,7
13555,9
13556,7
13557,15
13558,5
13559,11
13560,9
13561,5
13562,13
13563,11
13564,2
13565,36
13566,2
13567,8
13568,18
13569,7
13570,15
13571,38
13572,12
13573,126
13574,159
13575,56
13576,47
13577,28
13578,9
13579,15
13580,17
13581,101
13582,28
13583,8
13584,11
13585,6
13586,8
13587,7
13588,4
13589,14
13590,5
13591,26
13592,3
13593,17
13594,9
13595,11
13596,20
13597,52
13598,38
13599,7
13600,15
13601,6
13602,20
13603,138
13604,13
13605,6
13606,40
13607,18
13608,4
13609,6
13610,3
13611,60
13612,19
13613,8
13614,18
13615,40
13616,5
13617,10
13618,7
13619,8
13620,22
13621,6
13622,26
13623,7
13624,125
13625,10
13626,9
13627,20
13628,110
13629,5
13630,10
13631,8
13632,1089
13633,13
13634,37
13635,24
13636,11
13637,5
13638,14
13639,4
13640,9
13641,14
13642,14
13643,20
13644,14
13645,23
13646,6
13647,39
13648,4
13649,7
13650,18
13651,20
13652,26
13653,13
13654,10
13655,8
13656,9
13657,44
13658,14
13659,18
13660,77
13661,17
13662,9
13663,16
13664,7
13665,4
13666,17
13667,1100
13668,4
13669,113
13670,9
13671,8
13672,3
13673,5
13674,18
13675,17
13676,16
13677,6
13678,26
13679,5
13680,26
13681,30
13682,6
13683,20
13684,44
13685,10
13686,84
13687,22
13688,40
13689,5
13690,35
13691,50
13692,22
13693,48
13694,7
13695,41
13696,9
13697,15
13698,7
13699,5
13700,8
13701,4
13702,25
13703,4
13704,12
13705,21
13706,3
13707,45
13708,12
13709,28
13710,63
13711,10
13712,10
13713,12
13714,7
13715,4
13716,53
13717,19
13718,26
13719,6
13720,4
13721,11
13722,14
13723,15
13724,13
13725,6
13726,5
13727,257
13728,11
13729,13
13730,15
13731,14
13732,6
13733,13
13734,5
13735,13
13736,50
13737,13
13738,39
13739,10
13740,70
13741,22
13742,15
13743,51
13744,30
13745,31
13746,7
13747,8
13748,19
13749,32
13750,19
13751,4
13752,40
13753,8
13754,4
13755,5
13756,66
13757,9
13758,10
13759,14
13760,5
13761,23
13762,7
13763,4
13764,4
13765,4
13766,20
13767,7
13768,7
13769,234
13770,10
13771,70
13772,18
13773,9
13774,24
13775,9
13776,9
13777,11
13778,51
13779,13
13780,16
13781,19
13782,11
13783,21
13784,168
13785,4
13786,13
13787,14
13788,3
13789,57
13790,13
13791,8
13792,27
13793,10
13794,14
13795,58
13796,19
13797,16
13798,12
13799,6
13800,18
13801,27
13802,54
13803,8
13804,71
13805,41
13806,13
13807,16
13808,12
13809,39
13810,11
13811,16
13812,42
13813,13
13814,9
13815,22
13816,15
13817,8
13818,17
13819,49
13820,7
13821,24
13822,10
13823,14
13824,15
13825,13
13826,45
13827,17
13828,26
13829,10
13830,29
13831,9
13832,4
13833,14
13834,12
13835,11
13836,8
13837,19
13838,5
13839,6
13840,9
13841,13
13842,21
13843,7
13844,9
13845,5
13846,7
13847,16
13848,25
13849,782
13850,15
13851,13
13852,6
13853,22
13854,4
13855,66
13856,35
13857,13
13858,34
13859,10
13860,28
13861,29
13862,11
13863,18
13864,405
13865,17
13866,5
13867,55
13868,25
13869,293
13870,30
13871,16
13872,6
13873,10
13874,92
13875,19
13876,25
13877,12
13878,17
13879,4
13880,20
13881,32
13882,16
13883,37
13884,78
13885,23
13886,5
13887,25
13888,21
13889,15
13890,24
13891,13
13892,20
13893,7
13894,12
13895,17
13896,19
13897,15
13898,7
13899,8
13900,12
13901,51
13902,8
13903,8
13904,8
13905,9
13906,9
13907,49
13908,7
13909,11
13910,28
13911,18
13912,13
13913,11
13914,9
13915,22
13916,13
13917,8
13918,10
13919,34
13920,6
13921,5
13922,59
13923,69
13924,43
13925,5
13926,34
13927,29
13928,14
13929,9
13930,7
13931,7
13932,11
13933,7
13934,12
13935,11
13936,17
13937,56
13938,8
13939,4
13940,7
13941,17
13942,5
13943,7
13944,15
13945,24
13946,9
13947,26
13948,8
13949,12
13950,36
13951,318
13952,15
13953,15
13954,21
13955,22
13956,7
13957,5
13958,5
13959,6
13960,29
13961,13
13962,3
13963,15
13964,13
13965,14
13966,7
13967,282
13968,110
13969,30
13970,73
13971,11
13972,9
13973,8
13974,13
13975,6
13976,13
13977,7
13978,24
13979,11
13980,33
13981,53
13982,7
13983,7
13984,56
13985,11
13986,19
13987,14
13988,11
13989,7
13990,35
13991,8
13992,13
13993,11
13994,11
13995,14
13996,8
13997,6
13998,9
13999,5
14000,18
14001,10
14002,7
14003,11
14004,96
14005,5
14006,17
14007,23
14008,11
14009,24
14010,22
14011,8
14012,5
14013,9
14014,5
14015,19
14016,19
14017,41
14018,7
14019,4
14020,23
14021,11
14022,16
14023,11
14024,16
14025,9
14026,35
14027,15
14028,87
14029,9
14030,45
14031,7
14032,30
14033,20
14034,13
14035,9
14036,11
14037,23
14038,11
14039,5
14040,23
14041,15
14042,27
14043,13
14044,15
14045,6
14046,3
14047,10
14048,20
14049,12
14050,8
14051,6
14052,11
14053,82
14054,9
14055,12
14056,68
14057,8
14058,27
14059,13
14060,10
14061,6
14062,29
14063,16
14064,8
14065,31
14066,51
14067,352
14068,26
14069,11
14070,16
14071,3
14072,17
14073,9
14074,8
14075,6
14076,5
14077,5
14078,3
14079,16
14080,8
14081,11
14082,6
14083,6
14084,10
14085,8
14086,39
14087,19
14088,26
14089,17
14090,11
14091,7
14092,52
14093,15
14094,33
14095,7
14096,31
14097,9
14098,10
14099,11
14100,27
14101,6
14102,10
14103,9
14104,29
14105,6
14106,5
14107,10
14108,6
14109,31
14110,28
14111,21
14112,14
14113,6
14114,257
14115,20
14116,15
14117,40
14118,4
14119,16
14120,18
14121,6
14122,12
14123,190
14124,9
14125,10
14126,73
14127,17
14128,15
14129,27
14130,36
14131,30
14132,18
14133,6
14134,107
14135,51
14136,217
14137,14
14138,6
14139,15
14140,5
14141,5
14142,15
14143,69
14144,37
14145,8
14146,22
14147,15
14148,4
14149,12
14150,22
14151,7
14152,13
14153,9
14154,30
14155,15
14156,41
14157,25
14158,22
14159,25
14160,13
14161,7
14162,4
14163,49
14164,8
14165,10
14166,3
14167,7
14168,6
14169,18
14170,29
14171,28
14172,183
14173,19
14174,3
14175,9
14176,15
14177,11
14178,19
14179,6
14180,12
14181,9
14182,3
14183,6
14184,16
14185,4
14186,52
14187,9
14188,8
14189,12
14190,11
14191,3
14192,14
14193,17
14194,7
14195,72
14196,12
14197,8
14198,880
14199,9
14200,25
14201,12
14202,52
14203,9
14204,12
14205,6
14206,14
14207,25
14208,4
14209,30
14210,12
14211,44
14212,9
14213,5
14214,20
14215,7
14216,13
14217,149
14218,11
14219,37
14220,10
14221,18
14222,12
14223,21
14224,15
14225,20
14226,13
14227,11
14228,7
14229,5
14230,4
14231,49
14232,17
14233,11
14234,20
14235,10
14236,25
14237,17
14238,16
14239,100
14240,60
14241,89
14242,8
14243,3
14244,14
14245,9
14246,7
14247,7
14248,7
14249,35
14250,4
14251,66
14252,156
14253,16
14254,21
14255,92
14256,6
14257,5
14258,8
14259,10
14260,8
14261,11
14262,9
14263,58
14264,6
14265,20
14266,5
14267,11
14268,13
14269,16
14270,7
14271,6
14272,18
14273,29
14274,60
14275,15
14276,14
14277,9
14278,18
14279,3
14280,61
14281,11
14282,17
14283,8
14284,6
14285,6
14286,40
14287,13
14288,38
14289,6
14290,16
14291,7
14292,6
14293,7
14294,9
14295,80
14296,24
14297,6
14298,19
14299,14
14300,14
14301,11
14302,9
14303,8
14304,15
14305,31
14306,16
14307,17
14308,8
14309,19
14310,9
14311,36
14312,67
14313,9
14314,6
14315,12
14316,5
14317,7
14318,35
14319,28
14320,5
14321,6
14322,11
14323,68
14324,5
14325,9
14326,26
14327,27
14328,15
14329,192
14330,20
14331,55
14332,21
14333,77
14334,19
14335,4
14336,17
14337,19
14338,20
14339,5
14340,27
14341,8
14342,13
14343,11
14344,8
14345,105
14346,16
14347,4
14348,10
14349,13
14350,40
14351,14
14352,42
14353,15
14354,4
14355,99
14356,18
14357,64
14358,17
14359,7
14360,5
14361,7
14362,28
14363,5
14364,9
14365,8
14366,36
14367,15
14368,11
14369,8
14370,299
14371,14
14372,14
14373,22
14374,6
14375,7
14376,5
14377,20
14378,75
14379,38
14380,8
14381,12
14382,128
14383,14
14384,26
14385,20
14386,19
14387,40
14388,5
14389,16
14390,6
14391,15
14392,21
14393,26
14394,11
14395,39
14396,28
14397,38
14398,7
14399,7
14400,14
14401,30
14402,22
14403,32
14404,10
14405,6
14406,7
14407,29
14408,4
14409,7
14410,41
14411,21
14412,7
14413,16
14414,24
14415,20
14416,7
14417,10
14418,4
14419,7
14420,50
14421,20
14422,9
14423,22
14424,13
14425,88
14426,20
14427,5
14428,9
14429,9
14430,12
14431,13
14432,9
14433,64
14434,6
14435,20
14436,8
14437,59
14438,8
14439,6
14440,3
14441,102
14442,5
14443,4
14444,4
14445,7
14446,16
14447,6
14448,15
14449,21
14450,6
14451,35
14452,5
14453,159
14454,6
14455,5
14456,19
14457,33
14458,13
14459,12
14460,11
14461,9
14462,25
14463,35
14464,32
14465,4
14466,27
14467,7
14468,33
14469,82
14470,20
14471,14
14472,11
14473,18
14474,16
14475,85
14476,28
14477,19
14478,16
14479,8
14480,5
14481,14
14482,89
14483,16
14484,5
14485,10
14486,49
14487,7
14488,3
14489,21
14490,6
14491,46
14492,8
14493,11
14494,19
14495,11
14496,202
14497,29
14498,2
14499,25
14500,13
14501,79
14502,7
14503,25
14504,56
14505,21
14506,3
14507,8
14508,6
14509,22
14510,12
14511,4
14512,31
14513,10
14514,8
14515,4
14516,24
14517,6
14518,9
14519,20
14520,12
14521,7
14522,7
14523,13
14524,8
14525,3
14526,4
14527,11
14528,29
14529,6
14530,15
14531,8
14532,18
14533,11
14534,42
14535,10
14536,6
14537,5
14538,10
14539,8
14540,6
14541,26
14542,3
14543,4
14544,9
14545,19
14546,26
14547,15
14548,317
14549,13
14550,27
14551,14
14552,7
14553,21
14554,9
14555,18
14556,10
14557,6
14558,9
14559,4
14560,10
14561,15
14562,15
14563,13
14564,59
14565,4
14566,34
14567,11
14568,10
14569,9
14570,60
14571,119
14572,29
14573,5
14574,33
14575,115
14576,11
14577,19
14578,12
14579,8
14580,3
14581,12
14582,7
14583,13
14584,38
14585,10
14586,17
14587,7
14588,7
14589,26
14590,7
14591,5
14592,116
14593,40
14594,24
14595,26
14596,9
14597,13
14598,12
14599,3
14600,8
14601,6
14602,6
14603,12
14604,10
14605,11
14606,10
14607,2
14608,12
14609,12
14610,11
14611,16
14612,163
14613,12
14614,17
14615,29
14616,24
14617,5
14618,4
14619,94
14620,39
14621,8
14622,8
14623,15
14624,20
14625,4
14626,14
14627,31
14628,57
14629,31
14630,31
14631,24
14632,7
14633,9
14634,16
14635,5
14636,8
14637,68
14638,6
14639,16
14640,4
14641,40
14642,62
14643,25
14644,79
14645,22
14646,46
14647,3
14648,9
14649,30
14650,4
14651,23
14652,15
14653,8
14654,5
14655,24
14656,10
14657,120
14658,6
14659,17
14660,23
14661,6
14662,25
14663,4
14664,6
14665,6
14666,19
14667,35
14668,85
14669,31
14670,11
14671,23
14672,10
14673,7
14674,7
14675,81
14676,15
14677,22
14678,21
14679,11
14680,92
14681,12
14682,20
14683,21
14684,9
14685,15
14686,14
14687,7
14688,8
14689,50
14690,380
14691,6
14692,9
14693,4
14694,12
14695,15
14696,21
14697,9
14698,5
14699,10
14700,17
14701,23
14702,78
14703,11
14704,11
14705,11
14706,17
14707,4
14708,45
14709,13
14710,15
14711,5
14712,11
14713,9
14714,31
14715,11
14716,13
14717,6
14718,20
14719,14
14720,18
14721,23
14722,64
14723,13
14724,19
14725,10
14726,28
14727,18
14728,15
14729,60
14730,8
14731,15
14732,8
14733,10
14734,29
14735,12
14736,17
14737,22
14738,45
14739,14
14740,42
14741,8
14742,25
14743,24
14744,10
14745,8
14746,8
14747,22
14748,16
14749,35
14750,28
14751,6
14752,11
14753,7
14754,6
14755,22
14756,27
14757,7
14758,6
14759,5
14760,21
14761,12
14762,120
14763,19
14764,116
14765,4
14766,7
14767,23
14768,5
14769,8
14770,4
14771,12
14772,15
14773,7
14774,14
14775,8
14776,6
14777,5
14778,72
14779,8
14780,9
14781,58
14782,61
14783,12
14784,16
14785,21
14786,18
14787,6
14788,24
14789,9
14790,4
14791,21
14792,7
14793,29
14794,13
14795,1035
14796,19
14797,18
14798,6
14799,11
14800,10
14801,24
14802,6
14803,11
14804,54
14805,10
14806,19
14807,57
14808,7
14809,31
14810,18
14811,9
14812,6
14813,35
14814,41
14815,21
14816,5
14817,12
14818,10
14819,11
14820,29
14821,9
14822,10
14823,14
14824,24
14825,20
14826,62
14827,28
14828,12
14829,19
14830,9
14831,21
14832,8
14833,8
14834,5
14835,8
14836,12
14837,29
14838,8
14839,20
14840,33
14841,19
14842,8
14843,30
14844,18
14845,30
14846,13
14847,26
14848,50
14849,4
14850,19
14851,14
14852,22
14853,5
14854,19
14855,104
14856,10
14857,7
14858,12
14859,29
14860,53
14861,9
14862,27
14863,5
14864,3
14865,5
14866,10
14867,6
14868,5
14869,21
14870,15
14871,7
14872,25
14873,12
14874,37
14875,13
14876,21
14877,20
14878,9
14879,27
14880,13
14881,6
14882,22
14883,11
14884,1
14885,9
14886,3
14887,5
14888,19
14889,7
14890,46
14891,28
14892,8
14893,52
14894,22
14895,55
14896,23
14897,28
14898,16
14899,13
14900,74
14901,15
14902,60
14903,10
14904,4
14905,9
14906,8
14907,8
14908,8
14909,11
14910,13
14911,37
14912,78
14913,54
14914,8
14915,111
14916,94
14917,20
14918,9
14919,19
14920,12
14921,13
14922,14
14923,12
14924,7
14925,9
14926,26
14927,8
14928,28
14929,10
14930,18
14931,72
14932,32
14933,11
14934,12
14935,37
14936,20
14937,9
14938,4
14939,4
14940,14
14941,5
14942,5
14943,4
14944,7
14945,3
14946,16
14947,20
14948,14
14949,8
14950,40
14951,10
14952,7
14953,23
14954,22
14955,5
14956,11
14957,37
14958,19
14959,11
14960,12
14961,4
14962,9
14963,26
14964,36
14965,7
14966,4
14967,164
14968,14
14969,22
14970,31
14971,4
14972,14
14973,37
14974,66
14975,15
14976,18
14977,10
14978,8
14979,25
14980,10
14981,16
14982,50
14983,14
14984,10
14985,16
14986,28
14987,10
14988,10
14989,9
14990,19
14991,4
14992,10
14993,14
14994,12
14995,136
14996,11
14997,43
14998,48
14999,7
15000,5
15001,16
15002,24
15003,33
15004,5
15005,17
15006,14
15007,20
15008,241
15009,64
15010,13
15011,13
15012,9
15013,8
15014,28
15015,20
15016,10
15017,9
15018,13
15019,13
15020,35
15021,10
15022,5
15023,22
15024,12
15025,8
15026,20
15027,31
15028,16
15029,21
15030,34
15031,9
15032,18
15033,6
15034,9
15035,14
15036,549
15037,18
15038,54
15039,9
15040,16
15041,5
15042,27
15043,18
15044,38
15045,23
15046,6
15047,36
15048,17
15049,16
15050,25
15051,11
15052,27
15053,10
15054,21
15055,27
15056,25
15057,9
15058,5
15059,3
15060,21
15061,10
15062,14
15063,13
15064,5
15065,37
15066,8
15067,24
15068,10
15069,15
15070,53
15071,6
15072,6
15073,6
15074,4
15075,5
15076,5
15077,20
15078,21
15079,40
15080,20
15081,7
15082,23
15083,12
15084,7
15085,11
15086,18
15087,10
15088,17
15089,8
15090,10
15091,7
15092,8
15093,8
15094,134
15095,21
15096,19
15097,25
15098,43
15099,9
15100,8
15101,15
15102,13
15103,13
15104,9
15105,4
15106,4
15107,19
15108,12
15109,6
15110,26
15111,24
15112,1228
15113,13
15114,38
15115,14
15116,13
15117,37
15118,166
15119,20
15120,14
15121,15
15122,13
15123,2
15124,11
15125,19
15126,5
15127,11
15128,49
15129,9
15130,13
15131,86
15132,12
15133,11
15134,19
15135,3
15136,12
15137,33
15138,7
15139,10
15140,4
15141,10
15142,14
15143,26
15144,7
15145,14
15146,44
15147,7
15148,36
15149,35
15150,8
15151,22
15152,12
15153,6
15154,12
15155,8
15156,5
15157,51
15158,14
15159,8
15160,912
15161,44
15162,10
15163,5
15164,45
15165,11
15166,31
15167,33
15168,22
15169,41
15170,10
15171,6
15172,26
15173,33
15174,10
15175,10
15176,11
15177,9
15178,11
15179,38
15180,22
15181,6
15182,4
15183,4
15184,15
15185,5
15186,19
15187,5
15188,10
15189,10
15190,10
15191,5
15192,16
15193,10
15194,5
15195,6
15196,11
15197,14
15198,18
15199,10
15200,13
15201,5
15202,3
15203,196
15204,15
15205,5
15206,6
15207,302
15208,11
15209,6
15210,8
15211,9
15212,17
15213,131
15214,28
15215,4
15216,19
15217,7
15218,15
15219,16
15220,11
15221,11
15222,6
15223,10
15224,18
15225,21
15226,18
15227,8
15228,21
15229,11
15230,3
15231,9
15232,23
15233,19
15234,14
15235,55
15236,124
15237,328
15238,8
15239,26
15240,5
15241,8
15242,18
15243,12
15244,11
15245,26
15246,10
15247,12
15248,9
15249,5
15250,9
15251,5
15252,10
15253,4
15254,5
15255,21
15256,26
15257,3
15258,9
15259,4
15260,17
15261,25
15262,13
15263,20
15264,22
15265,14
15266,126
15267,16
15268,20
15269,39
15270,14
15271,204
15272,76
15273,28
15274,10
15275,164
15276,8
15277,14
15278,18
15279,6
15280,6
15281,284
15282,20
15283,70
15284,14
15285,14
15286,8
15287,22
15288,16
15289,9
15290,3
15291,18
15292,3
15293,28
15294,7
15295,22
15296,35
15297,14
15298,7
15299,111
15300,82
15301,20
15302,13
15303,8
15304,41
15305,8
15306,66
15307,26
15308,8
15309,7
15310,5
15311,3
15312,52
15313,22
15314,22
15315,42
15316,10
15317,11
15318,9
15319,7
15320,353
15321,29
15322,67
15323,8
15324,14
15325,12
15326,3
15327,67
15328,7
15329,233
15330,41
15331,15
15332,72
15333,27
15334,5
15335,73
15336,54
15337,8
15338,11
15339,8
15340,31
15341,14
15342,3
15343,22
15344,5
15345,12
15346,14
15347,18
15348,5
15349,19
15350,4
15351,37
15352,16
15353,10
15354,57
15355,7
15356,4
15357,9
15358,30
15359,4
15360,9
15361,10
15362,29
15363,11
15364,3
15365,9
15366,10
15367,16
15368,16
15369,13
15370,10
15371,14
15372,8
15373,18
15374,10
15375,30
15376,7
15377,6
15378,13
15379,6
15380,12
15381,10
15382,21
15383,47
15384,12
15385,55
15386,15
15387,32
15388,12
15389,10
15390,6
15391,29
15392,15
15393,111
15394,10
15395,185
15396,247
15397,9
15398,8
15399,5
15400,15
15401,10
15402,22
15403,7
15404,9
15405,15
15406,15
15407,7
15408,7
15409,16
15410,11
15411,9
15412,7
15413,12
15414,8
15415,26
15416,4
15417,10
15418,17
15419,21
15420,59
15421,184
15422,16
15423,96
15424,12
15425,14
15426,8
15427,19
15428,6
15429,8
15430,37
15431,5
15432,12
15433,39
15434,8
15435,11
15436,9
15437,4
15438,35
15439,7
15440,77
15441,9
15442,31
15443,18
15444,10
15445,26
15446,17
15447,3
15448,370
15449,5
15450,16
15451,15
15452,12
15453,10
15454,12
15455,8
15456,9
15457,8
15458,61
15459,18
15460,8
15461,57
15462,10
15463,19
15464,8
15465,10
15466,28
15467,4
15468,39
15469,23
15470,11
15471,40
15472,7
15473,5
15474,9
15475,15
15476,9
15477,9
15478,40
15479,4
15480,65
15481,4
15482,25
15483,11
15484,30
15485,8
15486,24
15487,8
15488,11
15489,9
15490,11
15491,18
15492,10
15493,37
15494,61
15495,8
15496,16
15497,5
15498,32
15499,23
15500,9
15501,4
15502,4
15503,4
15504,9
15505,7
15506,35
15507,6
15508,7
15509,77
15510,26
15511,18
15512,5
15513,37
15514,142
15515,28
15516,22
15517,34
15518,18
15519,23
15520,26
15521,17
15522,19
15523,15
15524,21
15525,70
15526,33
15527,15
15528,51
15529,15
15530,14
15531,220
15532,4
15533,35
15534,19
15535,5
15536,8
15537,76
15538,60
15539,6
15540,13
15541,13
15542,9
15543,195
15544,15
15545,11
15546,6
15547,7
15548,27
15549,18
15550,5
15551,18
15552,8
15553,165
15554,4
15555,30
15556,46
15557,34
15558,33
15559,9
15560,8
15561,6
15562,16
15563,5
15564,6
15565,8
15566,36
15567,7
15568,6
15569,21
15570,28
15571,37
15572,7
15573,14
15574,6
15575,17
15576,56
15577,18
15578,22
15579,64
15580,9
15581,11
15582,12
15583,8
15584,82
15585,8
15586,5
15587,8
15588,20
15589,35
15590,73
15591,11
15592,1331
15593,64
15594,6
15595,7
15596,41
15597,6
15598,41
15599,2
15600,4
15601,52
15602,7
15603,13
15604,13
15605,13
15606,6
15607,7
15608,5
15609,61
15610,13
15611,36
15612,8
15613,7
15614,16
15615,5
15616,7
15617,32
15618,10
15619,6
15620,24
15621,6
15622,19
15623,68
15624,10
15625,6
15626,50
15627,4
15628,977
15629,32
15630,4
15631,17
15632,38
15633,7
15634,35
15635,15
15636,142
15637,6
15638,17
15639,20
15640,14
15641,68
15642,12
15643,13
15644,9
15645,10
15646,27
15647,42
15648,19
15649,11
15650,14
15651,17
15652,7
15653,23
15654,81
15655,5
15656,19
15657,14
15658,5
15659,16
15660,20
15661,4
15662,66
15663,6
15664,8
15665,8
15666,21
15667,9
15668,321
15669,6
15670,8
15671,11
15672,19
15673,22
15674,178
15675,6
15676,5
15677,44
15678,47
15679,20
15680,13
15681,36
15682,17
15683,11
15684,17
15685,31
15686,3
15687,20
15688,6
15689,11
15690,13
15691,29
15692,30
15693,8
15694,2662
15695,37
15696,14
15697,9
15698,16
15699,36
15700,17
15701,16
15702,6
15703,4
15704,4
15705,5
15706,5
15707,9
15708,9
15709,18
15710,19
15711,11
15712,31
15713,11
15714,13
15715,11
15716,33
15717,18
15718,21
15719,40
15720,9
15721,12
15722,13
15723,6
15724,33
15725,4
15726,5
15727,10
15728,88
15729,17
15730,20
15731,3
15732,35
15733,4
15734,5
15735,21
15736,30
15737,24
15738,6
15739,23
15740,17
15741,14
15742,5
15743,8
15744,20
15745,7
15746,14
15747,7
15748,18
15749,4
15750,8
15751,69
15752,4
15753,15
15754,19
15755,10
15756,68
15757,38
15758,18
15759,7
15760,12
15761,13
15762,15
15763,21
15764,9
15765,12
15766,14
15767,44
15768,9
15769,15
15770,9
15771,8
15772,17
15773,4
15774,16
15775,4
15776,13
15777,26
15778,4
15779,6
15780,6
15781,9
15782,71
15783,7
15784,6
15785,27
15786,21
15787,8
15788,14
15789,15
15790,8
15791,7
15792,18
15793,14
15794,22
15795,14
15796,12
15797,30
15798,9
15799,8
15800,9
15801,12
15802,9
15803,10
15804,7
15805,16
15806,3
15807,37
15808,20
15809,68
15810,11
15811,8
15812,5
15813,9
15814,16
15815,8
15816,15
15817,4
15818,16
15819,12
15820,19
15821,18
15822,16
15823,14
15824,27
15825,14
15826,10
15827,40
15828,14
15829,17
15830,6
15831,123
15832,11
15833,17
15834,7
15835,6
15836,7
15837,4
15838,8
15839,10
15840,7
15841,23
15842,8
15843,11
15844,18
15845,43
15846,25
15847,18
15848,10
15849,21
15850,47
15851,12
15852,11
15853,61
15854,7
15855,20
15856,11
15857,18
15858,11
15859,27
15860,14
15861,15
15862,25
15863,17
15864,9
15865,13
15866,5
15867,8
15868,149
15869,29
15870,5
15871,9
15872,4
15873,23
15874,12
15875,5
15876,10
15877,6
15878,14
15879,9
15880,27
15881,8
15882,18
15883,21
15884,4
15885,10
15886,8
15887,22
15888,16
15889,13
15890,12
15891,185
15892,9
15893,6
15894,28
15895,28
15896,28
15897,28
15898,66
15899,13
15900,20
15901,7
15902,11
15903,82
15904,20
15905,6
15906,7
15907,10
15908,37
15909,7
15910,9
15911,12
15912,8
15913,23
15914,7
15915,8
15916,18
15917,8
15918,11
15919,6
15920,4
15921,12
15922,20
15923,7
15924,5
15925,32
15926,12
15927,99
15928,25
15929,16
15930,5
15931,14
15932,50
15933,10
15934,4
15935,4
15936,27
15937,16
15938,15
15939,6
15940,7
15941,13
15942,8
15943,9
15944,276
15945,34
15946,7
15947,9
15948,139
15949,4
15950,9
15951,17
15952,6
15953,9
15954,20
15955,15
15956,46
15957,16
15958,14
15959,69
15960,7
15961,70
15962,14
15963,6
15964,5
15965,17
15966,8
15967,23
15968,4
15969,5
15970,14
15971,23
15972,45
15973,11
15974,39
15975,16
15976,13
15977,31
15978,21
15979,7
15980,17
15981,17
15982,25
15983,5
15984,27
15985,18
15986,6
15987,8
15988,39
15989,19
15990,8
15991,6
15992,16
15993,7
15994,12
15995,5
15996,14
15997,34
15998,19
15999,5
16000,35
16001,14
16002,12
16003,6
16004,13
16005,10
16006,8
16007,55
16008,7
16009,7
16010,104
16011,6
16012,19
16013,4
16014,17
16015,4
16016,7
16017,13
16018,17
16019,4
16020,42
16021,9
16022,7
16023,7
16024,11
16025,46
16026,99
16027,6
16028,18
16029,11
16030,8
16031,7
16032,45
16033,9
16034,14
16035,4
16036,14
16037,14
16038,9
16039,14
16040,16
16041,85
16042,15
16043,18
16044,70
16045,37
16046,26
16047,4
16048,16
16049,13
16050,12
16051,17
16052,11
16053,5
16054,10
16055,24
16056,8
16057,24
16058,13
16059,7
16060,9
16061,12
16062,9
16063,7
16064,27
16065,12
16066,22
16067,13
16068,11
16069,8
16070,8
16071,337
16072,19
16073,13
16074,11
16075,7
16076,21
16077,8
16078,16
16079,5
16080,5
16081,4
16082,4
16083,11
16084,9
16085,39
16086,13
16087,41
16088,11
16089,18
16090,9
16091,14
16092,3
16093,5
16094,24
16095,10
16096,39
16097,8
16098,38
16099,14
16100,79
16101,7
16102,599
16103,13
16104,3
16105,61
16106,6
16107,12
16108,40
16109,10
16110,283
16111,19
16112,9
16113,10
16114,5
16115,11
16116,32
16117,5
16118,10
16119,3
16120,42
16121,24
16122,38
16123,67
16124,21
16125,47
16126,807
16127,169
16128,30
16129,6
16130,4
16131,6
16132,26
16133,23
16134,6
16135,8
16136,17
16137,11
16138,12
16139,7
16140,7
16141,15
16142,22
16143,10
16144,11
16145,3
16146,15
16147,73
16148,35
16149,14
16150,137
16151,13
16152,6
16153,5
16154,6
16155,9
16156,15
16157,21
16158,10
16159,3
16160,6
16161,17
16162,4
16163,12
16164,11
16165,7
16166,9
16167,15
16168,3
16169,25
16170,11
16171,58
16172,12
16173,13
16174,18
16175,7
16176,17
16177,33
16178,19
16179,10
16180,11
16181,13
16182,74
16183,11
16184,6
16185,17
16186,15
16187,20
16188,55
16189,6
16190,10
16191,4
16192,371
16193,11
16194,15
16195,7
16196,17
16197,32
16198,11
16199,10
16200,8
16201,20
16202,11
16203,10
16204,30
16205,19
16206,5
16207,17
16208,5
16209,11
16210,9
16211,12
16212,15
16213,8
16214,4
16215,24
16216,63
16217,29
16218,9
16219,70
16220,5
16221,7
16222,14
16223,5
16224,7
16225,12
16226,5
16227,6
16228,7
16229,9
16230,29
16231,18
16232,3945
16233,11
16234,87
16235,30
16236,14
16237,14
16238,14
16239,21
16240,15
16241,8
16242,9
16243,11
16244,14
16245,12
16246,21
16247,109
16248,9
16249,11
16250,6
16251,9
16252,9
16253,19
16254,12
16255,25
16256,8
16257,9
16258,9
16259,28
16260,10
16261,8
16262,575
16263,4
16264,6
16265,31
16266,9
16267,50
16268,21
16269,26
16270,10
16271,74
16272,5
16273,6
16274,5
16275,8
16276,8
16277,8
16278,11
16279,12
16280,14
16281,6
16282,85
16283,15
16284,4
16285,5
16286,10
16287,11
16288,47
16289,4
16290,41
16291,14
16292,7
16293,25
16294,19
16295,4
16296,5
16297,6
16298,5
16299,6
16300,13
16301,11
16302,7
16303,15
16304,22
16305,14
16306,13
16307,15
16308,4
